sku,title,description,category,material,origin_district,price_rwf,artisan_id
SKU-1133,Kigali Ceramic Plate,Handmade ceramic plate clay pottery home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,62912,ART-36
SKU-1134,Huye Woven Placemat,Handwoven sisal placemat table decor woven basket. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,61057,ART-36
SKU-1135,Rubavu Clay Candle Holder,Clay candle holder pottery home decor Rwanda handmade. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,19663,ART-5
SKU-1136,Kigali Leather Boots,Handcrafted leather boots for men and women. leather boots shoes cowhide footwear. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,24536,ART-35
SKU-1137,Nyamirambo Leather Sandals,Traditional sandals made from genuine cowhide. leather sandals open shoes. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,53393,ART-38
SKU-1138,Kigali Leather Handbag,Premium leather handbag shoulder bag purse women accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,24410,ART-28
SKU-1139,Huye Leather Belt,Genuine leather belt cowhide strap men accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,10482,ART-20
SKU-1140,Musanze Leather Wallet,Slim leather wallet card holder purse men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Musanze,10229,ART-23
SKU-1141,Kigali Leather Shoes,Formal leather shoes loafers dress shoes men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,37706,ART-43
SKU-1142,Rubavu Leather Jacket,Handmade leather jacket coat men women fashion. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,51357,ART-50
SKU-1143,Gicumbi Leather Backpack,Leather backpack travel bag school bag unisex. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,58264,ART-40
SKU-1144,Agaseke Peace Basket,Traditional agaseke basket woven peace basket Rwanda tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Gicumbi,25257,ART-16
SKU-1145,Musanze Sisal Storage Basket,Handwoven sisal basket storage basket home decor woven tressé. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,28206,ART-27
SKU-1146,Gicumbi Woven Tray,Decorative woven tray sisal placemat table decor panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Kigali,28509,ART-48
SKU-1147,Bugesera Fruit Basket,Woven fruit basket kitchen basket bowl sisal agaseke. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Musanze,58964,ART-43
SKU-1148,Huye Market Basket,Large woven market basket sisal carry bag tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Gicumbi,37527,ART-18
SKU-1149,Rubavu Decorative Bowl,Handwoven decorative bowl sisal basket home decor woven. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,19168,ART-25
SKU-1150,Kitenge Dress Kigali,Traditional African dress kitenge fabric women clothing fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Kigali,66694,ART-15
SKU-1151,Rwandan Cotton Shirt,Handmade cotton shirt men top African print blouse. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,65332,ART-23
SKU-1152,Musanze Wrap Skirt,Cotton wrap skirt kitenge women fashion clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,34831,ART-15
SKU-1153,Rubavu Linen Jacket,Lightweight jacket cotton blazer men clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Kigali,30313,ART-26
SKU-1154,Huye African Print Top,African print top blouse women kitenge fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,41517,ART-5
SKU-1155,Kigali Dashiki Shirt,Dashiki shirt African men clothing cotton print. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,51025,ART-42
SKU-1156,Bugesera Cotton Dress,Cotton dress women African fashion clothing kitenge. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,57386,ART-44
SKU-1157,Beaded Necklace Kigali,Handmade beaded necklace African jewelry women accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Huye,48404,ART-2
SKU-1158,Rwandan Bead Bracelet,Traditional bead bracelet wrist jewelry colorful beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,39237,ART-12
SKU-1159,Huye Bead Earrings,Handcrafted bead earrings African earrings jewelry women. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Huye,39795,ART-3
SKU-1160,Gicumbi Bead Ring,Beaded ring finger jewelry handmade accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,61959,ART-23
SKU-1161,Musanze Beaded Anklet,Handmade beaded anklet ankle jewelry women accessory beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Gicumbi,46114,ART-28
SKU-1162,Kigali Bead Choker,Beaded choker necklace jewelry women African accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Huye,72033,ART-8
SKU-1163,Clay Vase Bugesera,Handmade clay vase pottery home decoration Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,29914,ART-17
SKU-1164,Rwandan Clay Bowl,Traditional clay bowl ceramic pot kitchen decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,62154,ART-1
SKU-1165,Musanze Wood Sculpture,Hand-carved wood sculpture home decor art Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Huye,30825,ART-24
SKU-1166,Agaseke Wall Hanging,Decorative woven wall art sisal hanging home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,14171,ART-43
SKU-1167,Kigali Ceramic Plate,Handmade ceramic plate clay pottery home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Musanze,46145,ART-43
SKU-1168,Huye Woven Placemat,Handwoven sisal placemat table decor woven basket. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,44363,ART-33
SKU-1169,Rubavu Clay Candle Holder,Clay candle holder pottery home decor Rwanda handmade. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Musanze,58528,ART-21
SKU-1170,Kigali Leather Boots,Handcrafted leather boots for men and women. leather boots shoes cowhide footwear. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Rubavu,43752,ART-36
SKU-1171,Nyamirambo Leather Sandals,Traditional sandals made from genuine cowhide. leather sandals open shoes. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,30144,ART-27
SKU-1172,Kigali Leather Handbag,Premium leather handbag shoulder bag purse women accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,54695,ART-44
SKU-1173,Huye Leather Belt,Genuine leather belt cowhide strap men accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,27810,ART-40
SKU-1174,Musanze Leather Wallet,Slim leather wallet card holder purse men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,44446,ART-26
SKU-1175,Kigali Leather Shoes,Formal leather shoes loafers dress shoes men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,5053,ART-20
SKU-1176,Rubavu Leather Jacket,Handmade leather jacket coat men women fashion. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Musanze,32549,ART-28
SKU-1177,Gicumbi Leather Backpack,Leather backpack travel bag school bag unisex. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,47237,ART-30
SKU-1178,Agaseke Peace Basket,Traditional agaseke basket woven peace basket Rwanda tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,62954,ART-44
SKU-1179,Musanze Sisal Storage Basket,Handwoven sisal basket storage basket home decor woven tressé. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,72000,ART-31
SKU-1180,Gicumbi Woven Tray,Decorative woven tray sisal placemat table decor panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Gicumbi,27241,ART-43
SKU-1181,Bugesera Fruit Basket,Woven fruit basket kitchen basket bowl sisal agaseke. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Kigali,42196,ART-33
SKU-1182,Huye Market Basket,Large woven market basket sisal carry bag tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Gicumbi,48933,ART-6
SKU-1183,Rubavu Decorative Bowl,Handwoven decorative bowl sisal basket home decor woven. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,45687,ART-15
SKU-1184,Kitenge Dress Kigali,Traditional African dress kitenge fabric women clothing fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,24313,ART-2
SKU-1185,Rwandan Cotton Shirt,Handmade cotton shirt men top African print blouse. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Kigali,37092,ART-31
SKU-1186,Musanze Wrap Skirt,Cotton wrap skirt kitenge women fashion clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,14545,ART-30
SKU-1187,Rubavu Linen Jacket,Lightweight jacket cotton blazer men clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,30485,ART-46
SKU-1188,Huye African Print Top,African print top blouse women kitenge fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Gicumbi,55328,ART-32
SKU-1189,Kigali Dashiki Shirt,Dashiki shirt African men clothing cotton print. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,36979,ART-10
SKU-1190,Bugesera Cotton Dress,Cotton dress women African fashion clothing kitenge. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Gicumbi,5726,ART-49
SKU-1191,Beaded Necklace Kigali,Handmade beaded necklace African jewelry women accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,60724,ART-15
SKU-1192,Rwandan Bead Bracelet,Traditional bead bracelet wrist jewelry colorful beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Bugesera,72889,ART-30
SKU-1193,Huye Bead Earrings,Handcrafted bead earrings African earrings jewelry women. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,37662,ART-8
SKU-1194,Gicumbi Bead Ring,Beaded ring finger jewelry handmade accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,22477,ART-30
SKU-1195,Musanze Beaded Anklet,Handmade beaded anklet ankle jewelry women accessory beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Gicumbi,74616,ART-36
SKU-1196,Kigali Bead Choker,Beaded choker necklace jewelry women African accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Huye,46588,ART-49
SKU-1197,Clay Vase Bugesera,Handmade clay vase pottery home decoration Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,71162,ART-28
SKU-1198,Rwandan Clay Bowl,Traditional clay bowl ceramic pot kitchen decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Huye,63446,ART-11
SKU-1199,Musanze Wood Sculpture,Hand-carved wood sculpture home decor art Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,67216,ART-29
SKU-1200,Agaseke Wall Hanging,Decorative woven wall art sisal hanging home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Musanze,37406,ART-41
SKU-1201,Kigali Ceramic Plate,Handmade ceramic plate clay pottery home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Musanze,73327,ART-32
SKU-1202,Huye Woven Placemat,Handwoven sisal placemat table decor woven basket. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,36358,ART-18
SKU-1203,Rubavu Clay Candle Holder,Clay candle holder pottery home decor Rwanda handmade. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,15155,ART-46
SKU-1204,Kigali Leather Boots,Handcrafted leather boots for men and women. leather boots shoes cowhide footwear. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Musanze,35735,ART-18
SKU-1205,Nyamirambo Leather Sandals,Traditional sandals made from genuine cowhide. leather sandals open shoes. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Musanze,46904,ART-35
SKU-1206,Kigali Leather Handbag,Premium leather handbag shoulder bag purse women accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,23136,ART-10
SKU-1207,Huye Leather Belt,Genuine leather belt cowhide strap men accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,55205,ART-45
SKU-1208,Musanze Leather Wallet,Slim leather wallet card holder purse men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,33043,ART-5
SKU-1209,Kigali Leather Shoes,Formal leather shoes loafers dress shoes men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Rubavu,58424,ART-22
SKU-1210,Rubavu Leather Jacket,Handmade leather jacket coat men women fashion. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,66069,ART-27
SKU-1211,Gicumbi Leather Backpack,Leather backpack travel bag school bag unisex. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,32110,ART-27
SKU-1212,Agaseke Peace Basket,Traditional agaseke basket woven peace basket Rwanda tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,7560,ART-49
SKU-1213,Musanze Sisal Storage Basket,Handwoven sisal basket storage basket home decor woven tressé. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Huye,54857,ART-31
SKU-1214,Gicumbi Woven Tray,Decorative woven tray sisal placemat table decor panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Kigali,51105,ART-20
SKU-1215,Bugesera Fruit Basket,Woven fruit basket kitchen basket bowl sisal agaseke. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,59921,ART-35
SKU-1216,Huye Market Basket,Large woven market basket sisal carry bag tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Gicumbi,33906,ART-32
SKU-1217,Rubavu Decorative Bowl,Handwoven decorative bowl sisal basket home decor woven. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,40774,ART-28
SKU-1218,Kitenge Dress Kigali,Traditional African dress kitenge fabric women clothing fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,8804,ART-25
SKU-1219,Rwandan Cotton Shirt,Handmade cotton shirt men top African print blouse. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,57994,ART-47
SKU-1220,Musanze Wrap Skirt,Cotton wrap skirt kitenge women fashion clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,66261,ART-9
SKU-1221,Rubavu Linen Jacket,Lightweight jacket cotton blazer men clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,8534,ART-26
SKU-1222,Huye African Print Top,African print top blouse women kitenge fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,8552,ART-6
SKU-1223,Kigali Dashiki Shirt,Dashiki shirt African men clothing cotton print. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Gicumbi,61179,ART-9
SKU-1224,Bugesera Cotton Dress,Cotton dress women African fashion clothing kitenge. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,28819,ART-4
SKU-1225,Beaded Necklace Kigali,Handmade beaded necklace African jewelry women accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Musanze,54689,ART-21
SKU-1226,Rwandan Bead Bracelet,Traditional bead bracelet wrist jewelry colorful beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Bugesera,64598,ART-21
SKU-1227,Huye Bead Earrings,Handcrafted bead earrings African earrings jewelry women. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Musanze,54692,ART-18
SKU-1228,Gicumbi Bead Ring,Beaded ring finger jewelry handmade accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,38065,ART-6
SKU-1229,Musanze Beaded Anklet,Handmade beaded anklet ankle jewelry women accessory beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,7540,ART-48
SKU-1230,Kigali Bead Choker,Beaded choker necklace jewelry women African accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Huye,11826,ART-23
SKU-1231,Clay Vase Bugesera,Handmade clay vase pottery home decoration Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,13993,ART-50
SKU-1232,Rwandan Clay Bowl,Traditional clay bowl ceramic pot kitchen decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,10276,ART-49
SKU-1233,Musanze Wood Sculpture,Hand-carved wood sculpture home decor art Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,37411,ART-13
SKU-1234,Agaseke Wall Hanging,Decorative woven wall art sisal hanging home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,24973,ART-16
SKU-1235,Kigali Ceramic Plate,Handmade ceramic plate clay pottery home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,67070,ART-43
SKU-1236,Huye Woven Placemat,Handwoven sisal placemat table decor woven basket. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,33569,ART-30
SKU-1237,Rubavu Clay Candle Holder,Clay candle holder pottery home decor Rwanda handmade. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,38586,ART-50
SKU-1238,Kigali Leather Boots,Handcrafted leather boots for men and women. leather boots shoes cowhide footwear. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Musanze,26992,ART-39
SKU-1239,Nyamirambo Leather Sandals,Traditional sandals made from genuine cowhide. leather sandals open shoes. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,20012,ART-50
SKU-1240,Kigali Leather Handbag,Premium leather handbag shoulder bag purse women accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,45768,ART-7
SKU-1241,Huye Leather Belt,Genuine leather belt cowhide strap men accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,8365,ART-20
SKU-1242,Musanze Leather Wallet,Slim leather wallet card holder purse men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,54192,ART-26
SKU-1243,Kigali Leather Shoes,Formal leather shoes loafers dress shoes men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,30995,ART-5
SKU-1244,Rubavu Leather Jacket,Handmade leather jacket coat men women fashion. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,36830,ART-7
SKU-1245,Gicumbi Leather Backpack,Leather backpack travel bag school bag unisex. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,44529,ART-44
SKU-1246,Agaseke Peace Basket,Traditional agaseke basket woven peace basket Rwanda tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Huye,20866,ART-37
SKU-1247,Musanze Sisal Storage Basket,Handwoven sisal basket storage basket home decor woven tressé. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Kigali,50508,ART-35
SKU-1248,Gicumbi Woven Tray,Decorative woven tray sisal placemat table decor panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,53571,ART-5
SKU-1249,Bugesera Fruit Basket,Woven fruit basket kitchen basket bowl sisal agaseke. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Huye,49725,ART-1
SKU-1250,Huye Market Basket,Large woven market basket sisal carry bag tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,69251,ART-7
SKU-1251,Rubavu Decorative Bowl,Handwoven decorative bowl sisal basket home decor woven. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,52472,ART-41
SKU-1252,Kitenge Dress Kigali,Traditional African dress kitenge fabric women clothing fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,25052,ART-28
SKU-1253,Rwandan Cotton Shirt,Handmade cotton shirt men top African print blouse. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,73386,ART-42
SKU-1254,Musanze Wrap Skirt,Cotton wrap skirt kitenge women fashion clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,68372,ART-30
SKU-1255,Rubavu Linen Jacket,Lightweight jacket cotton blazer men clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,40179,ART-21
SKU-1256,Huye African Print Top,African print top blouse women kitenge fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,16359,ART-18
SKU-1257,Kigali Dashiki Shirt,Dashiki shirt African men clothing cotton print. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,36963,ART-49
SKU-1258,Bugesera Cotton Dress,Cotton dress women African fashion clothing kitenge. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,54674,ART-22
SKU-1259,Beaded Necklace Kigali,Handmade beaded necklace African jewelry women accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,69789,ART-21
SKU-1260,Rwandan Bead Bracelet,Traditional bead bracelet wrist jewelry colorful beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Bugesera,68904,ART-14
SKU-1261,Huye Bead Earrings,Handcrafted bead earrings African earrings jewelry women. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Musanze,38862,ART-22
SKU-1262,Gicumbi Bead Ring,Beaded ring finger jewelry handmade accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Musanze,41211,ART-36
SKU-1263,Musanze Beaded Anklet,Handmade beaded anklet ankle jewelry women accessory beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,72715,ART-13
SKU-1264,Kigali Bead Choker,Beaded choker necklace jewelry women African accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,36635,ART-47
SKU-1265,Clay Vase Bugesera,Handmade clay vase pottery home decoration Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,69038,ART-36
