sku,title,description,category,material,origin_district,price_rwf,artisan_id
SKU-1266,Rwandan Clay Bowl,Traditional clay bowl ceramic pot kitchen decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,67402,ART-42
SKU-1267,Musanze Wood Sculpture,Hand-carved wood sculpture home decor art Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,69332,ART-29
SKU-1268,Agaseke Wall Hanging,Decorative woven wall art sisal hanging home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,17196,ART-19
SKU-1269,Kigali Ceramic Plate,Handmade ceramic plate clay pottery home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,58005,ART-45
SKU-1270,Huye Woven Placemat,Handwoven sisal placemat table decor woven basket. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,45135,ART-43
SKU-1271,Rubavu Clay Candle Holder,Clay candle holder pottery home decor Rwanda handmade. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Huye,53368,ART-31
SKU-1272,Kigali Leather Boots,Handcrafted leather boots for men and women. leather boots shoes cowhide footwear. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,74588,ART-23
SKU-1273,Nyamirambo Leather Sandals,Traditional sandals made from genuine cowhide. leather sandals open shoes. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Rubavu,48357,ART-23
SKU-1274,Kigali Leather Handbag,Premium leather handbag shoulder bag purse women accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,64473,ART-18
SKU-1275,Huye Leather Belt,Genuine leather belt cowhide strap men accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Musanze,37951,ART-15
SKU-1276,Musanze Leather Wallet,Slim leather wallet card holder purse men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,30242,ART-21
SKU-1277,Kigali Leather Shoes,Formal leather shoes loafers dress shoes men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,29267,ART-13
SKU-1278,Rubavu Leather Jacket,Handmade leather jacket coat men women fashion. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,68464,ART-18
SKU-1279,Gicumbi Leather Backpack,Leather backpack travel bag school bag unisex. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,73765,ART-39
SKU-1280,Agaseke Peace Basket,Traditional agaseke basket woven peace basket Rwanda tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Musanze,18176,ART-13
SKU-1281,Musanze Sisal Storage Basket,Handwoven sisal basket storage basket home decor woven tressé. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Musanze,34816,ART-24
SKU-1282,Gicumbi Woven Tray,Decorative woven tray sisal placemat table decor panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,44618,ART-1
SKU-1283,Bugesera Fruit Basket,Woven fruit basket kitchen basket bowl sisal agaseke. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Gicumbi,21591,ART-18
SKU-1284,Huye Market Basket,Large woven market basket sisal carry bag tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Kigali,12146,ART-36
SKU-1285,Rubavu Decorative Bowl,Handwoven decorative bowl sisal basket home decor woven. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Musanze,21551,ART-41
SKU-1286,Kitenge Dress Kigali,Traditional African dress kitenge fabric women clothing fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,18446,ART-1
SKU-1287,Rwandan Cotton Shirt,Handmade cotton shirt men top African print blouse. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,42268,ART-31
SKU-1288,Musanze Wrap Skirt,Cotton wrap skirt kitenge women fashion clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,62733,ART-22
SKU-1289,Rubavu Linen Jacket,Lightweight jacket cotton blazer men clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,11734,ART-17
SKU-1290,Huye African Print Top,African print top blouse women kitenge fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,19953,ART-5
SKU-1291,Kigali Dashiki Shirt,Dashiki shirt African men clothing cotton print. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,69454,ART-5
SKU-1292,Bugesera Cotton Dress,Cotton dress women African fashion clothing kitenge. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,12026,ART-10
SKU-1293,Beaded Necklace Kigali,Handmade beaded necklace African jewelry women accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Bugesera,44824,ART-6
SKU-1294,Rwandan Bead Bracelet,Traditional bead bracelet wrist jewelry colorful beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Bugesera,20525,ART-36
SKU-1295,Huye Bead Earrings,Handcrafted bead earrings African earrings jewelry women. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,34581,ART-50
SKU-1296,Gicumbi Bead Ring,Beaded ring finger jewelry handmade accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Huye,54856,ART-29
SKU-1297,Musanze Beaded Anklet,Handmade beaded anklet ankle jewelry women accessory beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,43974,ART-38
SKU-1298,Kigali Bead Choker,Beaded choker necklace jewelry women African accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,45026,ART-37
SKU-1299,Clay Vase Bugesera,Handmade clay vase pottery home decoration Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Huye,12894,ART-40
SKU-1300,Rwandan Clay Bowl,Traditional clay bowl ceramic pot kitchen decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,18006,ART-49
SKU-1301,Musanze Wood Sculpture,Hand-carved wood sculpture home decor art Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,32659,ART-17
SKU-1302,Agaseke Wall Hanging,Decorative woven wall art sisal hanging home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,15641,ART-11
SKU-1303,Kigali Ceramic Plate,Handmade ceramic plate clay pottery home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,27782,ART-36
SKU-1304,Huye Woven Placemat,Handwoven sisal placemat table decor woven basket. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,25517,ART-1
SKU-1305,Rubavu Clay Candle Holder,Clay candle holder pottery home decor Rwanda handmade. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,64048,ART-45
SKU-1306,Kigali Leather Boots,Handcrafted leather boots for men and women. leather boots shoes cowhide footwear. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,66592,ART-19
SKU-1307,Nyamirambo Leather Sandals,Traditional sandals made from genuine cowhide. leather sandals open shoes. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,35340,ART-19
SKU-1308,Kigali Leather Handbag,Premium leather handbag shoulder bag purse women accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,42056,ART-45
SKU-1309,Huye Leather Belt,Genuine leather belt cowhide strap men accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Rubavu,14329,ART-44
SKU-1310,Musanze Leather Wallet,Slim leather wallet card holder purse men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,39675,ART-41
SKU-1311,Kigali Leather Shoes,Formal leather shoes loafers dress shoes men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,30928,ART-28
SKU-1312,Rubavu Leather Jacket,Handmade leather jacket coat men women fashion. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,34466,ART-42
SKU-1313,Gicumbi Leather Backpack,Leather backpack travel bag school bag unisex. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,39816,ART-10
SKU-1314,Agaseke Peace Basket,Traditional agaseke basket woven peace basket Rwanda tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Kigali,12816,ART-11
SKU-1315,Musanze Sisal Storage Basket,Handwoven sisal basket storage basket home decor woven tressé. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Musanze,42828,ART-29
SKU-1316,Gicumbi Woven Tray,Decorative woven tray sisal placemat table decor panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Kigali,66433,ART-45
SKU-1317,Bugesera Fruit Basket,Woven fruit basket kitchen basket bowl sisal agaseke. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Musanze,57757,ART-18
SKU-1318,Huye Market Basket,Large woven market basket sisal carry bag tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Huye,69722,ART-29
SKU-1319,Rubavu Decorative Bowl,Handwoven decorative bowl sisal basket home decor woven. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Kigali,10224,ART-28
SKU-1320,Kitenge Dress Kigali,Traditional African dress kitenge fabric women clothing fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Gicumbi,47247,ART-39
SKU-1321,Rwandan Cotton Shirt,Handmade cotton shirt men top African print blouse. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,8390,ART-6
SKU-1322,Musanze Wrap Skirt,Cotton wrap skirt kitenge women fashion clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,7719,ART-49
SKU-1323,Rubavu Linen Jacket,Lightweight jacket cotton blazer men clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Gicumbi,40325,ART-37
SKU-1324,Huye African Print Top,African print top blouse women kitenge fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Kigali,27962,ART-31
SKU-1325,Kigali Dashiki Shirt,Dashiki shirt African men clothing cotton print. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,62963,ART-18
SKU-1326,Bugesera Cotton Dress,Cotton dress women African fashion clothing kitenge. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,62132,ART-41
SKU-1327,Beaded Necklace Kigali,Handmade beaded necklace African jewelry women accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,16959,ART-31
SKU-1328,Rwandan Bead Bracelet,Traditional bead bracelet wrist jewelry colorful beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Musanze,58523,ART-22
SKU-1329,Huye Bead Earrings,Handcrafted bead earrings African earrings jewelry women. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Musanze,18710,ART-11
SKU-1330,Gicumbi Bead Ring,Beaded ring finger jewelry handmade accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Musanze,58955,ART-45
SKU-1331,Musanze Beaded Anklet,Handmade beaded anklet ankle jewelry women accessory beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,42777,ART-43
SKU-1332,Kigali Bead Choker,Beaded choker necklace jewelry women African accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,9809,ART-30
SKU-1333,Clay Vase Bugesera,Handmade clay vase pottery home decoration Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,46224,ART-17
SKU-1334,Rwandan Clay Bowl,Traditional clay bowl ceramic pot kitchen decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Musanze,20194,ART-50
SKU-1335,Musanze Wood Sculpture,Hand-carved wood sculpture home decor art Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,72449,ART-1
SKU-1336,Agaseke Wall Hanging,Decorative woven wall art sisal hanging home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,65552,ART-27
SKU-1337,Kigali Ceramic Plate,Handmade ceramic plate clay pottery home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,29586,ART-34
SKU-1338,Huye Woven Placemat,Handwoven sisal placemat table decor woven basket. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Musanze,70338,ART-41
SKU-1339,Rubavu Clay Candle Holder,Clay candle holder pottery home decor Rwanda handmade. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,11764,ART-14
SKU-1340,Kigali Leather Boots,Handcrafted leather boots for men and women. leather boots shoes cowhide footwear. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Musanze,22172,ART-19
SKU-1341,Nyamirambo Leather Sandals,Traditional sandals made from genuine cowhide. leather sandals open shoes. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Rubavu,68532,ART-8
SKU-1342,Kigali Leather Handbag,Premium leather handbag shoulder bag purse women accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,36365,ART-46
SKU-1343,Huye Leather Belt,Genuine leather belt cowhide strap men accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,45730,ART-36
SKU-1344,Musanze Leather Wallet,Slim leather wallet card holder purse men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,58476,ART-6
SKU-1345,Kigali Leather Shoes,Formal leather shoes loafers dress shoes men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,19871,ART-30
SKU-1346,Rubavu Leather Jacket,Handmade leather jacket coat men women fashion. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,25181,ART-32
SKU-1347,Gicumbi Leather Backpack,Leather backpack travel bag school bag unisex. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,43254,ART-33
SKU-1348,Agaseke Peace Basket,Traditional agaseke basket woven peace basket Rwanda tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Gicumbi,40838,ART-27
SKU-1349,Musanze Sisal Storage Basket,Handwoven sisal basket storage basket home decor woven tressé. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,66894,ART-16
SKU-1350,Gicumbi Woven Tray,Decorative woven tray sisal placemat table decor panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,23958,ART-25
SKU-1351,Bugesera Fruit Basket,Woven fruit basket kitchen basket bowl sisal agaseke. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,71616,ART-48
SKU-1352,Huye Market Basket,Large woven market basket sisal carry bag tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,14150,ART-18
SKU-1353,Rubavu Decorative Bowl,Handwoven decorative bowl sisal basket home decor woven. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,49548,ART-33
SKU-1354,Kitenge Dress Kigali,Traditional African dress kitenge fabric women clothing fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,5336,ART-19
SKU-1355,Rwandan Cotton Shirt,Handmade cotton shirt men top African print blouse. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Gicumbi,44132,ART-38
SKU-1356,Musanze Wrap Skirt,Cotton wrap skirt kitenge women fashion clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,69178,ART-10
SKU-1357,Rubavu Linen Jacket,Lightweight jacket cotton blazer men clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,68483,ART-23
SKU-1358,Huye African Print Top,African print top blouse women kitenge fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,54441,ART-30
SKU-1359,Kigali Dashiki Shirt,Dashiki shirt African men clothing cotton print. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,29727,ART-45
SKU-1360,Bugesera Cotton Dress,Cotton dress women African fashion clothing kitenge. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Bugesera,55196,ART-15
SKU-1361,Beaded Necklace Kigali,Handmade beaded necklace African jewelry women accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,10720,ART-21
SKU-1362,Rwandan Bead Bracelet,Traditional bead bracelet wrist jewelry colorful beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Gicumbi,66993,ART-46
SKU-1363,Huye Bead Earrings,Handcrafted bead earrings African earrings jewelry women. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Rubavu,55604,ART-43
SKU-1364,Gicumbi Bead Ring,Beaded ring finger jewelry handmade accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Gicumbi,24936,ART-32
SKU-1365,Musanze Beaded Anklet,Handmade beaded anklet ankle jewelry women accessory beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,21547,ART-33
SKU-1366,Kigali Bead Choker,Beaded choker necklace jewelry women African accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Huye,48515,ART-7
SKU-1367,Clay Vase Bugesera,Handmade clay vase pottery home decoration Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,18069,ART-34
SKU-1368,Rwandan Clay Bowl,Traditional clay bowl ceramic pot kitchen decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Rubavu,7011,ART-47
SKU-1369,Musanze Wood Sculpture,Hand-carved wood sculpture home decor art Rwanda. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,58736,ART-42
SKU-1370,Agaseke Wall Hanging,Decorative woven wall art sisal hanging home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Bugesera,14807,ART-31
SKU-1371,Kigali Ceramic Plate,Handmade ceramic plate clay pottery home decor. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Musanze,49375,ART-40
SKU-1372,Huye Woven Placemat,Handwoven sisal placemat table decor woven basket. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Gicumbi,57098,ART-42
SKU-1373,Rubavu Clay Candle Holder,Clay candle holder pottery home decor Rwanda handmade. vase bowl sculpture decoration pottery clay wood home decor art ceramic candle,home-decor,Clay,Kigali,48065,ART-44
SKU-1374,Kigali Leather Boots,Handcrafted leather boots for men and women. leather boots shoes cowhide footwear. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Huye,54808,ART-21
SKU-1375,Nyamirambo Leather Sandals,Traditional sandals made from genuine cowhide. leather sandals open shoes. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,68956,ART-35
SKU-1376,Kigali Leather Handbag,Premium leather handbag shoulder bag purse women accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,13968,ART-16
SKU-1377,Huye Leather Belt,Genuine leather belt cowhide strap men accessory. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,42667,ART-15
SKU-1378,Musanze Leather Wallet,Slim leather wallet card holder purse men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Gicumbi,16846,ART-28
SKU-1379,Kigali Leather Shoes,Formal leather shoes loafers dress shoes men women. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,18173,ART-29
SKU-1380,Rubavu Leather Jacket,Handmade leather jacket coat men women fashion. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Bugesera,44251,ART-2
SKU-1381,Gicumbi Leather Backpack,Leather backpack travel bag school bag unisex. leather boots shoes sandals bag handbag belt wallet purse cowhide jacket backpack,leather,Leather,Kigali,47516,ART-4
SKU-1382,Agaseke Peace Basket,Traditional agaseke basket woven peace basket Rwanda tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Musanze,51984,ART-24
SKU-1383,Musanze Sisal Storage Basket,Handwoven sisal basket storage basket home decor woven tressé. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,24080,ART-16
SKU-1384,Gicumbi Woven Tray,Decorative woven tray sisal placemat table decor panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Huye,59008,ART-37
SKU-1385,Bugesera Fruit Basket,Woven fruit basket kitchen basket bowl sisal agaseke. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Gicumbi,28600,ART-11
SKU-1386,Huye Market Basket,Large woven market basket sisal carry bag tressé panier. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Bugesera,15350,ART-40
SKU-1387,Rubavu Decorative Bowl,Handwoven decorative bowl sisal basket home decor woven. basket agaseke woven sisal weave tray bowl storage decor tressé panier,basketry,Sisal,Rubavu,36566,ART-32
SKU-1388,Kitenge Dress Kigali,Traditional African dress kitenge fabric women clothing fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Huye,23758,ART-15
SKU-1389,Rwandan Cotton Shirt,Handmade cotton shirt men top African print blouse. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,38289,ART-30
SKU-1390,Musanze Wrap Skirt,Cotton wrap skirt kitenge women fashion clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,6231,ART-30
SKU-1391,Rubavu Linen Jacket,Lightweight jacket cotton blazer men clothing. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,25706,ART-5
SKU-1392,Huye African Print Top,African print top blouse women kitenge fashion. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Rubavu,50293,ART-38
SKU-1393,Kigali Dashiki Shirt,Dashiki shirt African men clothing cotton print. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,60615,ART-45
SKU-1394,Bugesera Cotton Dress,Cotton dress women African fashion clothing kitenge. dress shirt clothing apparel fabric kitenge cotton jacket skirt blouse top dashiki,apparel,Cotton,Musanze,64878,ART-20
SKU-1395,Beaded Necklace Kigali,Handmade beaded necklace African jewelry women accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Bugesera,55422,ART-31
SKU-1396,Rwandan Bead Bracelet,Traditional bead bracelet wrist jewelry colorful beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Kigali,36091,ART-25
SKU-1397,Huye Bead Earrings,Handcrafted bead earrings African earrings jewelry women. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Huye,52049,ART-37
SKU-1398,Gicumbi Bead Ring,Beaded ring finger jewelry handmade accessory. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Musanze,43696,ART-2
SKU-1399,Musanze Beaded Anklet,Handmade beaded anklet ankle jewelry women accessory beads. necklace bracelet earrings ring jewelry jewellery beads accessory anklet choker,jewellery,Beads,Gicumbi,56879,ART-18
